gardenEstates, Sun May 28 21:44:51 EEST 2023
bidOTD, Sun May 28 21:44:51 EEST 2023
bidderOTD, Sun May 28 21:44:51 EEST 2023
setWinners, Sun May 28 21:44:51 EEST 2023
getUser, Sun May 28 21:44:51 EEST 2023
getUser, Sun May 28 21:44:51 EEST 2023
getUser, Sun May 28 21:44:51 EEST 2023
countItems, Sun May 28 21:44:51 EEST 2023
printBids, Sun May 28 21:44:51 EEST 2023
updateBidAmount, Sun May 28 21:44:51 EEST 2023
deleteSmallBids, Sun May 28 21:44:51 EEST 2023
banUser, Sun May 28 21:44:51 EEST 2023
insertUser, Sun May 28 21:44:51 EEST 2023
updateAddress, Sun May 28 21:44:51 EEST 2023
printUsers, Sun May 28 21:44:51 EEST 2023
insertTicket, Sun May 28 21:44:51 EEST 2023
deleteProductsByOwner, Sun May 28 21:44:51 EEST 2023
deleteExpensiveTickets, Sun May 28 21:44:51 EEST 2023
updateTicketDate, Sun May 28 21:44:51 EEST 2023
insertVehicle, Sun May 28 21:44:51 EEST 2023
deleteOlderVehicles, Sun May 28 21:44:51 EEST 2023
updateVehicleConsume, Sun May 28 21:44:51 EEST 2023
